portfolio_return,VaR_normal_95,VaR_normal_99
-0.0011998924924047,-0.009550323288889995,-0.013839398525753284
0.0092127844741001,-0.009550323288889995,-0.013839398525753284
0.0031803714377186,-0.009550323288889995,-0.013839398525753284
0.005299354991596,-0.009550323288889995,-0.013839398525753284
0.0007020407862635,-0.009550323288889995,-0.013839398525753284
0.0070293420266652,-0.009550323288889995,-0.013839398525753284
-0.0031766665208803,-0.009550323288889995,-0.013839398525753284
-0.0041156913386482,-0.009550323288889995,-0.013839398525753284
-0.0052644500101623,-0.009550323288889995,-0.013839398525753284
0.0059234840914049,-0.009550323288889995,-0.013839398525753284
-0.0014493946379651,-0.009550323288889995,-0.013839398525753284
-0.0077732368238473,-0.009550323288889995,-0.013839398525753284
-0.0037808141655177,-0.009550323288889995,-0.013839398525753284
0.0092074521305255,-0.009550323288889995,-0.013839398525753284
6.636875857113925e-05,-0.009550323288889995,-0.013839398525753284
0.001704494313287,-0.009550323288889995,-0.013839398525753284
0.0101187535094831,-0.009550323288889995,-0.013839398525753284
-0.0099367526688452,-0.009550323288889995,-0.013839398525753284
-0.0124810141781421,-0.009550323288889995,-0.013839398525753284
-0.0160969385626532,-0.009550323288889995,-0.013839398525753284
-0.0022691781373947,-0.009550323288889995,-0.013839398525753284
0.0135847448375724,-0.009550323288889995,-0.013839398525753284
0.0040969867359004,-0.009550323288889995,-0.013839398525753284
0.0018012327632828,-0.009550323288889995,-0.013839398525753284
0.0095308771881695,-0.009550323288889995,-0.013839398525753284
0.0034286946105769,-0.009550323288889995,-0.013839398525753284
0.0084244498956853,-0.009550323288889995,-0.013839398525753284
0.0034512912579921,-0.009550323288889995,-0.013839398525753284
0.0039488926482184,-0.009550323288889995,-0.013839398525753284
-0.0010966775219406,-0.009550323288889995,-0.013839398525753284
0.0028985566373709,-0.009550323288889995,-0.013839398525753284
-0.0048424241775286,-0.009550323288889995,-0.013839398525753284
0.0088553328513483,-0.009550323288889995,-0.013839398525753284
-0.0011184142801154,-0.009550323288889995,-0.013839398525753284
-0.0018093394154075,-0.009550323288889995,-0.013839398525753284
-0.0011570747576421,-0.009550323288889995,-0.013839398525753284
0.001415010597782,-0.009550323288889995,-0.013839398525753284
0.0041723610919313,-0.009550323288889995,-0.013839398525753284
-0.0069650966792907,-0.009550323288889995,-0.013839398525753284
0.0006056744499634,-0.009550323288889995,-0.013839398525753284
-0.0009954505462605,-0.009550323288889995,-0.013839398525753284
-0.007547045493099,-0.009550323288889995,-0.013839398525753284
0.0088928291422201,-0.009550323288889995,-0.013839398525753284
0.0019091023892709,-0.009550323288889995,-0.013839398525753284
0.0047931752989862,-0.009550323288889995,-0.013839398525753284
0.0075141262730675,-0.009550323288889995,-0.013839398525753284
0.0038894063017893,-0.009550323288889995,-0.013839398525753284
0.0035678738566072,-0.009550323288889995,-0.013839398525753284
-0.0027369447932069,-0.009550323288889995,-0.013839398525753284
-0.0025959505783655,-0.009550323288889995,-0.013839398525753284
0.009501920549986,-0.009550323288889995,-0.013839398525753284
-0.001035360779223,-0.009550323288889995,-0.013839398525753284
0.0010805738493164,-0.009550323288889995,-0.013839398525753284
0.0014761901760081,-0.009550323288889995,-0.013839398525753284
-0.0012853843806864,-0.009550323288889995,-0.013839398525753284
0.0064025542663416,-0.009550323288889995,-0.013839398525753284
-0.0017493864811717,-0.009550323288889995,-0.013839398525753284
0.0001425644432207,-0.009550323288889995,-0.013839398525753284
-0.0030496657675705,-0.009550323288889995,-0.013839398525753284
-0.0019861286123108,-0.009550323288889995,-0.013839398525753284
-0.0029811034748233,-0.009550323288889995,-0.013839398525753284
0.004499529558582,-0.009550323288889995,-0.013839398525753284
-0.0033862392108854,-0.009550323288889995,-0.013839398525753284
0.0019580698730746,-0.009550323288889995,-0.013839398525753284
0.0042251988660766,-0.009550323288889995,-0.013839398525753284
0.0014141224295582,-0.009550323288889995,-0.013839398525753284
0.0071935919718457,-0.009550323288889995,-0.013839398525753284
0.0002411962387317,-0.009550323288889995,-0.013839398525753284
0.0039932664857425,-0.009550323288889995,-0.013839398525753284
0.0031533855634025,-0.009550323288889995,-0.013839398525753284
0.0038976906185913,-0.009550323288889995,-0.013839398525753284
-0.0044502394965608,-0.009550323288889995,-0.013839398525753284
-0.0001896962858082,-0.009550323288889995,-0.013839398525753284
-0.0059324524619674,-0.009550323288889995,-0.013839398525753284
0.0014549851474286,-0.009550323288889995,-0.013839398525753284
-0.0017730226742681,-0.009550323288889995,-0.013839398525753284
0.0045324092098562,-0.009550323288889995,-0.013839398525753284
0.0010457286169766,-0.009550323288889995,-0.013839398525753284
-0.0023035563018806,-0.009550323288889995,-0.013839398525753284
-0.0106078256429362,-0.009550323288889995,-0.013839398525753284
